con_legis_num,intern,label,notes
105_h.r.4358,Lena H.,No,
119_h.r.3122,Lena H.,No,
119_h.r.7121,Lena H.,Yes,
119_s.1463,Lena H.,No,
111_h.res.1266,Lena H.,No,
119_h.r.385,Lena H.,No,
119_h.r.1005,Lena H.,Yes,
106_h.r.901,Lena H.,No,
119_s.1165,Lena H.,Yes,
119_s.2146,Lena H.,Yes,
119_s.2125,Lena H.,Yes,
119_h.r.6576,Lena H.,Yes,
112_h.r.5300,Lena H.,No,
106_h.r.2196,Lena H.,No,
103_h.r.2897,Lena H.,No,
113_h.r.3355,Lena H.,No,
119_s.197,Lena H.,Yes,
119_h.r.1679,Lena H.,Yes,
104_h.r.1056,Lena H.,No,
119_s.res.121,Lena H.,No,
119_h.r.5329,Lena H.,Yes,
119_h.r.1507,Lena H.,Yes,
119_s.1864,Lena H.,Yes,
109_s.2317,Lena H.,Yes,
109_s.2963,Lena H.,No,
119_h.r.6487,Lena H.,Yes,
119_s.868,Lena H.,No,
119_s.2669,Lena H.,Yes,
119_s.488,Lena H.,No,
114_h.r.4303,Lena H.,No,
119_s.2048,Lena H.,Yes,
119_s.2550,Lena H.,Yes,
101_s.1278,Lena H.,Yes,
119_s.618,Lena H.,Yes,
119_h.r.4121,Lena H.,No,
119_h.r.3197,Lena H.,Yes,
119_s.406,Lena H.,Yes,
119_h.r.2659,Lena H.,Yes,
119_h.r.1032,Lena H.,Yes,
115_s.2872,Lena H.,No,
119_h.r.2029,Lena H.,No,
114_s.3469,Lena H.,Yes,
118_s.2754,Lena H.,Yes,
101_s.2944,Lena H.,No,"title IV about china loans, rest of bill unrelated"
119_h.r.2458,Lena H.,No,
119_s.777,Lena H.,Yes,
119_s.1883,Lena H.,Yes,
119_s.2424,Lena H.,Yes,
119_h.res.242,Lena H.,No,
110_h.r.4471,Lena H.,No,
119_h.r.6105,Lena H.,Yes,
111_s.1926,Lena H.,No,
119_h.r.1023,Lena H.,Yes,
119_s.res.40,Lena H.,No,
111_s.2087,Lena H.,No,
119_h.r.953,Lena H.,Yes,
119_s.321,Lena H.,Yes,
110_s.3357,Lena H.,No,
105_h.r.2432,Lena H.,No,
103_h.r.2452,Lena H.,No,
119_s.1778,Lena H.,Yes,
119_h.r.3565,Lena H.,No,
119_h.r.3961,Lena H.,Yes,
112_h.res.698,Lena H.,No,
119_h.r.910,Lena H.,Yes,
119_h.r.7075,Lena H.,Yes,
119_s.2258,Lena H.,Yes,
119_s.1360,Lena H.,Yes,
119_h.r.3626,Lena H.,Yes,
119_h.r.2653,Lena H.,No,
107_s.1798,Lena H.,No,
101_s.1715,Lena H.,No,
119_h.r.455,Lena H.,Yes,
119_s.2231,Lena H.,No,
119_h.r.7006,Lena H.,No,
119_h.r.3452,Lena H.,Yes,
119_s.2684,Lena H.,Yes,
110_h.r.2705,Lena H.,Yes,
119_s.418,Lena H.,Yes,
119_h.r.2914,Lena H.,Yes,
119_s.691,Lena H.,No,
119_h.r.542,Lena H.,Yes,
119_h.r.4,Lena H.,No,
119_s.1588,Lena H.,Yes,
119_h.r.1540,Lena H.,Yes,
119_h.r.805,Lena H.,Yes,
108_h.r.4398,Lena H.,No,
119_s.1010,Lena H.,Yes,
119_s.res.86,Lena H.,Yes,
119_s.2180,Lena H.,No,
119_h.res.930,Lena H.,Yes,
119_h.r.1576,Lena H.,Yes,
119_h.r.6624,Lena H.,Yes,
111_s.1854,Lena H.,No,
119_s.res.281,Lena H.,No,
119_h.r.6275,Lena H.,Yes,
119_h.r.33,Lena H.,Yes,taiwan resident tax protecrions?
110_h.con.res.203,Lena H.,No,
119_h.r.36,Lena H.,Yes,
119_s.886,Lena H.,No,
119_h.r.1121,Nikita B.,Yes,
119_h.r.2067,Nikita B.,No,
103_h.r.5206,Nikita B.,No,
110_h.con.res.203,Nikita B.,No,
119_s.res.86,Nikita B.,Yes,
119_h.res.148,Nikita B.,Yes,
103_s.res.209,Nikita B.,No,
119_s.res.121,Nikita B.,No,
119_s.3158,Nikita B.,No,
119_s.res.40,Nikita B.,No,
116_h.r.1383,Nikita B.,No,
119_s.j.res.37,Nikita B.,No,
119_h.r.508,Nikita B.,Yes,"Its more about businesses, but it concerns China in a big way so im not sure, but I was leaning yes."
119_h.r.805,Nikita B.,Yes,
119_h.r.5300,Nikita B.,No,
119_h.r.2754,Nikita B.,No,
112_s.15,Nikita B.,No,
119_h.r.600,Nikita B.,No,
119_h.r.1576,Nikita B.,No,
119_h.r.2464,Nikita B.,No,
119_s.1000,Nikita B.,No,
119_h.r.2115,Nikita B.,Yes,
119_h.r.6487,Nikita B.,Yes,
109_s.2963,Nikita B.,No,
119_h.r.2029,Nikita B.,No,
107_h.con.res.202,Nikita B.,No,
119_s.197,Nikita B.,No,
119_s.886,Nikita B.,No,
119_h.r.1032,Nikita B.,Yes,
104_h.r.1056,Nikita B.,No,
119_h.r.6792,Nikita B.,No,
119_s.2180,Nikita B.,No,
115_s.2872,Nikita B.,No,
112_h.r.5165,Nikita B.,No,
119_h.r.254,Nikita B.,Yes,
119_h.r.4081,Nikita B.,No,
119_s.3069,Nikita B.,Yes,
119_h.r.2914,Nikita B.,Yes,
119_s.1360,Nikita B.,Yes,
119_h.r.40,Nikita B.,No,
119_s.res.463,Nikita B.,Yes,
119_s.618,Nikita B.,No,China is a big part of it but multiple countries were mentioned.
119_s.1359,Nikita B.,Yes,
119_h.r.6624,Nikita B.,Yes,
104_h.r.3499,Nikita B.,No,
101_s.1278,Nikita B.,Yes,
119_s.418,Nikita B.,Yes,
119_s.1824,Nikita B.,Yes,
119_h.r.385,Nikita B.,No,
119_s.1055,Nikita B.,No,
119_s.1011,Nikita B.,Yes,
110_h.r.2705,Nikita B.,No,
119_s.res.352,Nikita B.,No,
119_h.r.1968,Nikita B.,No,
119_h.r.3904,Nikita B.,No,
102_h.r.5372,Nikita B.,No,
110_s.3357,Nikita B.,No,
119_h.r.2393,Nikita B.,No,
119_h.con.res.62,Nikita B.,No,
119_s.1478,Nikita B.,No,
119_h.r.914,Nikita B.,No,
109_s.2317,Nikita B.,No,
105_h.r.4358,Nikita B.,No,
119_h.r.6061,Nikita B.,No,
117_s.res.538,Nikita B.,No,
109_h.r.1890,Nikita B.,No,
116_s.4018,Nikita B.,No,
109_h.r.2225,Nikita B.,No,
119_s.108,Nikita B.,Yes,
119_s.3148,Nikita B.,Yes,
119_h.r.4830,Nikita B.,Yes,
119_h.r.3198,Nikita B.,Yes,
112_s.2501,Nikita B.,No,
119_s.817,Nikita B.,Yes,
119_h.r.33,Nikita B.,Yes,
112_h.r.5363,Nikita B.,No,
119_h.con.res.65,Nikita B.,No,
119_h.r.36,Nikita B.,Yes,
119_s.733,Nikita B.,Yes,
113_h.r.1505,Nikita B.,No,
101_s.2944,Nikita B.,No,
109_h.res.1001,Nikita B.,No,
119_h.r.2113,Nikita B.,Yes,
119_s.1778,Nikita B.,Yes,
119_s.1694,Nikita B.,Yes,
119_h.r.2047,Nikita B.,No,
119_s.860,Nikita B.,No,
111_s.2087,Nikita B.,No,
110_h.r.5389,Nikita B.,No,
119_s.37,Nikita B.,No,
115_s.1780,Nikita B.,No,
102_h.r.1859,Nikita B.,No,
119_s.res.354,Nikita B.,No,
119_h.r.2917,Nikita B.,No,
112_h.res.698,Nikita B.,No,
119_h.r.1848,Nikita B.,No,
119_s.2259,Nikita B.,No,
119_h.r.1048,Nikita B.,No,
119_s.2611,Nikita B.,No,
103_h.r.2452,Nikita B.,No,
119_h.r.747,Nikita B.,Yes,
119_s.2550,Nikita B.,No,
119_s.2669,Nikita B.,No,
119_s.2146,Nikita B.,Yes,
119_h.r.1081,Nikita B.,Yes,
118_s.2754,Nikita B.,No,
105_h.r.2432,Nikita B.,No,
119_h.r.5303,Nikita B.,Yes,
119_s.res.52,Nikita B.,No,
119_s.450,Nikita B.,No,
104_h.r.3698,Nikita B.,No,
119_h.r.1134,Nikita B.,Yes,
114_s.3469,Nikita B.,Yes,
119_h.r.1540,Nikita B.,Yes,
119_s.1216,Nikita B.,Yes,
119_s.3655,Nikita B.,Yes,
119_h.r.7121,Nikita B.,Yes,
110_h.r.4471,Nikita B.,No,
119_s.3208,Nikita B.,Yes,
119_s.2868,Nikita B.,No,
119_h.res.232,Nikita B.,Yes,
119_h.r.1438,Nikita B.,Yes,
119_h.r.4781,Nikita B.,No,
119_h.r.1235,Nikita B.,No,
119_s.res.350,Nikita B.,No,
107_h.r.4239,Nikita B.,No,
119_s.868,Nikita B.,No,
119_s.2502,Nikita B.,Yes,
119_h.r.6151,Nikita B.,No,
111_h.con.res.318,Nikita B.,No,
119_h.r.2370,Nikita B.,Yes,
119_s.1588,Nikita B.,Yes,
119_s.1744,Nikita B.,Yes,
119_h.r.6504,Nikita B.,No,
119_s.853,Nikita B.,No,
102_h.r.3406,Nikita B.,No,
119_h.r.243,Nikita B.,No,
119_h.r.1549,Nikita B.,Yes,
119_h.r.4779,Nikita B.,No,
111_s.1975,Nikita B.,No,
119_h.r.1507,Nikita B.,Yes,
119_h.r.6286,Nikita B.,No,
119_s.1883,Nikita B.,Yes,
119_s.3640,Nikita B.,Yes,
119_s.769,Nikita B.,No,
112_h.r.5300,Nikita B.,No,
119_s.691,Nikita B.,No,
119_h.r.934,Nikita B.,Yes,
119_h.r.3565,Nikita B.,No,
119_h.r.708,Nikita B.,Yes,
119_h.r.7006,Nikita B.,No,
119_s.3574,Nikita B.,Yes,
119_h.r.542,Nikita B.,No,
119_h.r.7146,Nikita B.,Yes,
119_s.928,Nikita B.,No,
116_h.r.598,Nikita B.,No,
119_s.j.res.88,Nikita B.,No,
119_h.r.953,Nikita B.,No,
102_h.r.1807,Nikita B.,No,
119_h.r.7113,Nikita B.,Yes,"China is mentioned, but I dont understands how it really concerns it."
119_s.1463,Nikita B.,No,
119_h.r.3626,Nikita B.,No,
119_s.2048,Nikita B.,No,
112_s.3124,Nikita B.,No,
119_h.r.6275,Nikita B.,Yes,
119_h.r.2458,Nikita B.,No,
119_s.2231,Nikita B.,No,
119_h.r.6792,Noah M.,No,
112_s.15,Noah M.,No,
118_s.2754,Noah M.,Yes,
112_h.r.5165,Noah M.,No,
119_h.r.735,Noah M.,No,"Targets China, but also targets Europe, Mexico, and Canada, in its proposal"
112_s.2776,Noah M.,No,
117_s.res.538,Noah M.,No,
119_h.r.600,Noah M.,Yes,
119_s.369,Noah M.,Yes,
119_s.2646,Noah M.,Yes,
119_s.1216,Noah M.,Yes,
119_s.1434,Noah M.,Yes,
119_h.r.6877,Noah M.,Yes,
119_s.2384,Noah M.,Yes,
119_h.r.4081,Noah M.,Yes,
119_h.r.6151,Noah M.,No,
119_s.1744,Noah M.,Yes,
116_h.r.598,Noah M.,No,
109_h.res.1001,Noah M.,No,
119_h.res.470,Noah M.,Yes,
114_s.3469,Noah M.,Yes,
119_h.r.2661,Noah M.,Yes,
106_h.r.5469,Noah M.,No,
119_h.r.648,Noah M.,No,
119_s.1359,Noah M.,Yes,
119_s.1694,Noah M.,Yes,
104_h.r.3499,Noah M.,No,
119_h.res.248,Noah M.,No,
113_h.r.1505,Noah M.,No,
119_h.r.5300,Noah M.,Yes,
119_s.1000,Noah M.,Yes,
119_s.206,Noah M.,Yes,
112_h.r.5192,Noah M.,No,
119_s.2453,Noah M.,Yes,
119_s.769,Noah M.,Yes,
119_s.1053,Noah M.,Yes,
119_h.r.6909,Noah M.,Yes,
119_s.2657,Noah M.,Yes,
119_h.r.391,Noah M.,Yes,
119_s.3148,Noah M.,Yes,
119_h.r.2403,Noah M.,Yes,
119_h.r.2047,Noah M.,No,
108_h.r.10,Noah M.,No,
119_h.r.2393,Noah M.,No,
119_h.r.1577,Noah M.,No,Offhandedly mentions actions to be taken against China in a single paragraph
101_s.2944,Noah M.,No,
104_h.r.3698,Noah M.,No,
101_h.r.4018,Noah M.,No,
119_h.con.res.25,Noah M.,No,
119_h.r.40,Noah M.,No,
116_h.res.256,Noah M.,No,
119_h.r.1438,Noah M.,Yes,
119_s.3640,Noah M.,Yes,
119_s.res.354,Noah M.,No,
119_s.2502,Noah M.,Yes,
119_h.r.1968,Noah M.,No,
119_h.r.2917,Noah M.,Yes,
112_h.r.5363,Noah M.,No,
103_h.r.795,Noah M.,No,
119_h.res.232,Noah M.,Yes,
119_h.r.4781,Noah M.,No,
119_s.450,Noah M.,Yes,
119_h.r.3727,Noah M.,No,
119_h.r.934,Noah M.,Yes,
119_s.1824,Noah M.,Yes,
115_h.r.6413,Noah M.,No,
119_s.2224,Noah M.,Yes,
109_h.r.1890,Noah M.,No,
119_s.928,Noah M.,Yes,
109_s.2317,Noah M.,No,
119_h.r.5912,Noah M.,Yes,
119_h.r.254,Noah M.,Yes,
119_s.2884,Noah M.,Yes,
119_s.2362,Noah M.,Yes,
111_s.1975,Noah M.,No,
119_h.r.2113,Noah M.,Yes,
119_s.1801,Noah M.,Yes,
119_h.r.1235,Noah M.,No,
119_h.r.6504,Noah M.,No,
116_h.r.1383,Noah M.,No,
119_h.r.6216,Noah M.,No,
119_s.821,Noah M.,Yes,
119_h.r.1848,Noah M.,No,
109_h.r.2225,Noah M.,No,
119_s.res.350,Noah M.,No,
119_s.2565,Noah M.,Yes,
102_h.r.5372,Noah M.,No,
116_s.4018,Noah M.,No,
119_h.r.2754,Noah M.,Yes,
119_s.res.463,Noah M.,Yes,
119_h.r.2127,Noah M.,Yes,
119_s.1478,Noah M.,Yes,
119_s.3452,Noah M.,Yes,
119_h.r.6061,Noah M.,No,
119_s.676,Noah M.,No,
119_h.r.6056,Noah M.,No,
119_s.3069,Noah M.,Yes,
119_h.r.4245,Noah M.,No,
119_s.3208,Noah M.,Yes,
119_h.r.243,Noah M.,No,
119_s.res.98,Noah M.,Yes,
119_s.1071,Noah M.,Yes,
119_s.res.203,Noah M.,No,
119_h.r.5303,Noah M.,Yes,
119_h.r.1134,Noah M.,Yes,
119_s.789,Noah M.,Yes,
119_h.r.2464,Noah M.,No,
119_s.952,Noah M.,No,
119_s.3574,Noah M.,Yes,
119_h.res.687,Noah M.,Yes,
110_h.r.5389,Noah M.,No,
112_s.res.342,Noah M.,No,
119_s.3330,Noah M.,Yes,
119_h.r.1081,Noah M.,Yes,
119_s.2259,Noah M.,Yes,
108_h.r.2616,Noah M.,No,
119_h.r.4779,Noah M.,Yes,
107_h.con.res.202,Noah M.,No,
119_h.r.7146,Noah M.,Yes,
119_h.r.3904,Noah M.,No,
119_h.r.508,Noah M.,Yes,
119_s.res.204,Noah M.,No,
119_h.r.2989,Noah M.,Yes,
119_s.res.444,Noah M.,Yes,
119_h.r.2067,Noah M.,Yes,
119_h.con.res.62,Noah M.,No,
111_s.2001,Noah M.,No,
119_s.860,Noah M.,Yes,
119_s.2177,Noah M.,Yes,
119_s.1259,Noah M.,No,Could be indirectly targetting China
119_h.r.1840,Noah M.,Yes,
119_h.r.6286,Noah M.,Yes,
119_h.r.4326,Noah M.,No,
119_h.r.1486,Noah M.,Yes,
115_s.1780,Noah M.,No,
102_h.r.1910,Noah M.,No,
119_s.1086,Noah M.,Yes,
119_h.con.res.65,Noah M.,No,
112_h.r.5402,Noah M.,No,
112_h.r.4896,Noah M.,No,
119_s.j.res.88,Noah M.,No,
119_h.r.2115,Noah M.,Yes,
119_h.r.2370,Noah M.,Yes,
119_h.res.375,Noah M.,No,
119_h.r.3397,Noah M.,No,Could be indirectly targetting China
119_h.r.5760,Noah M.,Yes,
119_s.1296,Noah M.,Yes,
119_h.r.881,Noah M.,Yes,
119_h.r.1121,Noah M.,Yes,
101_h.r.5344,Noah M.,No,
119_h.r.708,Noah M.,Yes,
119_h.r.1284,Noah M.,Yes,
103_h.r.5206,Noah M.,No,
119_s.res.525,Noah M.,No,
119_h.r.747,Noah M.,Yes,
115_s.2872,Noah M.,No,
101_s.1278,Noah M.,Yes,
112_s.3124,Noah M.,No,
119_h.r.5022,Noah M.,Yes,
111_h.con.res.318,Noah M.,No,
110_h.r.5911,Noah M.,No,
111_s.2488,Noah M.,No,
119_h.res.875,Noah M.,No,
119_h.r.4860,Noah M.,Yes,
119_s.res.195,Noah M.,No,
119_s.res.547,Noah M.,Yes,
119_s.1407,Serena K.,Yes,
119_s.res.355,Serena K.,No,
119_s.2884,Serena K.,Yes,
119_s.821,Serena K.,Yes,
102_h.r.3305,Serena K.,No,
119_h.r.5287,Serena K.,Yes,
119_h.r.5959,Serena K.,No,
119_h.r.4617,Serena K.,No,Covers foreign adversaries generally
119_h.r.2390,Serena K.,Yes,
112_s.2754,Serena K.,No,
119_h.r.4458,Serena K.,Yes,
119_h.r.1577,Serena K.,No,
119_s.3330,Serena K.,Yes,
119_h.r.407,Serena K.,No,
119_h.r.6207,Serena K.,No,Covers foreign entities of concern
119_h.r.1496,Serena K.,No,
119_h.r.2147,Serena K.,Yes,
105_s.1550,Serena K.,No,
119_h.r.6056,Serena K.,No,
119_h.r.3264,Serena K.,Yes,
119_s.2224,Serena K.,Yes,
103_h.r.1307,Serena K.,No,
119_h.r.5491,Serena K.,Yes,
116_h.res.256,Serena K.,No,
119_s.res.195,Serena K.,No,
119_h.r.4860,Serena K.,Yes,
119_h.r.1,Serena K.,No,
119_s.res.203,Serena K.,No,
119_s.res.525,Serena K.,No,
119_s.369,Serena K.,No,Covers companies associated with foreign adversaries
101_s.2759,Serena K.,No,
119_s.3327,Serena K.,No,
119_h.r.6877,Serena K.,Yes,
119_h.r.1486,Serena K.,No,Covers foreign adversarial companies generally
119_h.res.248,Serena K.,No,
119_s.417,Serena K.,Yes,
119_s.res.444,Serena K.,Yes,
119_h.r.5760,Serena K.,No,Agricultural transactions could involve China
115_s.2872,Serena K.,No,
109_h.r.2537,Serena K.,No,
119_h.r.4140,Serena K.,No,
119_h.r.3575,Serena K.,No,Concerns nonmarket-economy countries
119_s.3018,Serena K.,Yes,
108_h.r.10,Serena K.,No,
112_s.res.342,Serena K.,No,
119_s.1358,Serena K.,Yes,
119_s.3405,Serena K.,Yes,
119_s.2646,Serena K.,Yes,
101_s.2944,Serena K.,No,
119_h.r.477,Serena K.,No,
119_h.r.1548,Serena K.,No,
119_s.103,Serena K.,Yes,
119_h.r.1834,Serena K.,No,
119_h.r.4361,Serena K.,Yes,Covers countries on national-security ground
119_s.676,Serena K.,No,
119_h.r.6909,Serena K.,Yes,
119_s.429,Serena K.,Yes,REMs have major China relevance
108_h.r.2616,Serena K.,No,
119_h.r.4888,Serena K.,No,
119_s.1296,Serena K.,No,“Countries of concern”
111_h.res.705,Serena K.,No,
119_h.r.4736,Serena K.,No,
114_s.3469,Serena K.,Yes,
119_h.con.res.25,Serena K.,No,
119_s.2874,Serena K.,No,
119_h.r.4326,Serena K.,No,
119_h.r.3727,Serena K.,No,
109_s.2317,Serena K.,No,
101_h.r.1156,Serena K.,No,
119_s.2453,Serena K.,No,Indo-Pacific defense
111_s.2488,Serena K.,No,
109_s.3203,Serena K.,No,
119_s.2560,Serena K.,Yes,
108_s.2774,Serena K.,No,
119_s.1086,Serena K.,Yes,
119_h.r.1717,Serena K.,No,
119_s.1053,Serena K.,Yes,
119_h.r.116,Serena K.,No,
119_h.r.322,Serena K.,No,
119_h.res.687,Serena K.,Yes,
119_s.206,Serena K.,Yes,
119_h.r.4245,Serena K.,No,
119_h.r.881,Serena K.,Yes,
102_s.2923,Serena K.,No,
119_s.436,Serena K.,No,
119_s.2362,Serena K.,Yes,
119_h.res.375,Serena K.,No,
119_h.r.2661,Serena K.,Yes,
119_h.r.5153,Serena K.,No,
119_h.r.6938,Serena K.,No,
119_h.con.res.8,Serena K.,Yes,
119_h.r.694,Serena K.,Yes,
119_s.393,Serena K.,No,
119_s.3447,Serena K.,Yes,
119_h.r.391,Serena K.,Yes,
119_h.res.875,Serena K.,No,
119_s.1867,Serena K.,No,
111_s.2001,Serena K.,No,
112_h.r.4896,Serena K.,No,
119_h.res.353,Serena K.,No,
119_s.j.res.77,Serena K.,No,
110_h.r.5911,Serena K.,No,
119_s.1434,Serena K.,No,Covers adversarial countries
112_h.r.5402,Serena K.,No,
119_h.r.6216,Serena K.,No,
119_h.r.5022,Serena K.,Yes,
119_h.r.390,Serena K.,No,
119_s.res.98,Serena K.,Yes,
119_h.r.2403,Serena K.,Yes,
119_s.2960,Serena K.,Yes,
119_h.r.6528,Serena K.,Yes,
119_s.2565,Serena K.,No,Covers adversarial countries
119_h.r.3721,Serena K.,Yes,Indo-Pacific
119_h.r.3397,Serena K.,No,Indo-Pacific
119_s.912,Serena K.,Yes,
118_s.2754,Serena K.,Yes,COVID-19 origin
119_s.2384,Serena K.,No,Covers foreign adversaries
119_h.r.5912,Serena K.,Yes,
119_h.r.1111,Serena K.,No,
119_h.r.2127,Serena K.,Yes,
101_h.r.5344,Serena K.,No,
119_s.res.547,Serena K.,Yes,
119_h.r.4142,Serena K.,No,Foreign adversary AI could be China
108_h.r.1978,Serena K.,No,
119_s.2177,Serena K.,No,AI again
103_h.r.795,Serena K.,No,
119_s.1259,Serena K.,No,
119_s.1364,Serena K.,No,
117_s.res.538,Serena K.,No,
119_h.res.1018,Serena K.,No,
119_s.952,Serena K.,No,
106_h.r.5469,Serena K.,No,
119_s.2046,Serena K.,Yes,
119_s.753,Serena K.,No,
119_h.r.1284,Serena K.,No,
107_s.res.283,Serena K.,No,
102_h.r.1910,Serena K.,No,
119_h.res.470,Serena K.,Yes,
101_h.r.4018,Serena K.,No,
119_s.789,Serena K.,No,REMs mentioned
112_s.15,Serena K.,Yes,
119_h.r.1840,Serena K.,No,
119_s.1801,Serena K.,No,
119_s.2222,Serena K.,Yes,
119_s.res.204,Serena K.,No,
119_s.1071,Serena K.,No,
119_s.1542,Serena K.,Yes,
119_s.2657,Serena K.,Yes,
115_s.1780,Serena K.,No,
119_h.r.735,Serena K.,No,
112_h.r.5192,Serena K.,No,
107_s.2320,Serena K.,No,
119_s.3181,Serena K.,Yes,
116_s.4018,Serena K.,No,
102_h.r.1853,Serena K.,No,
119_h.r.648,Serena K.,No,
119_s.3452,Serena K.,Yes,Covers foreign adversaries
101_s.1278,Serena K.,Yes,
112_h.r.5223,Serena K.,No,
119_s.2552,Serena K.,Yes,
112_s.2776,Serena K.,No,
114_s.j.res.11,Serena K.,No,
119_h.res.861,Serena K.,Yes,
119_h.r.2989,Serena K.,Yes,
115_h.r.6413,Serena K.,No,
119_h.r.6262,Serena K.,Yes,
