con_legis_num,legislation_number,congress_session,title,cosponsors,bill,gov_track,dc_ratio_aggregate,ratio_binary,manual_coding,URL,canonical_id,in_filter,legislation_id,matched_keywords
117_s.3652,s.3652,117,Never Yielding Europe s Territory (NYET) Act of 2022,39.0,1.0,1.0,0.01343083,0,0,https://www.congress.gov/bill/117th-congress/senate-bill/3652?s=3&r=1706,117_s.3652,True,117_s.3652,china
117_s.3695,s.3695,117,IMF Accountability Act of 2022,2.0,1.0,1.0,0.01856764,0,1,https://www.congress.gov/bill/117th-congress/senate-bill/3695?s=3&r=1663,117_s.3695,True,117_s.3695,china
117_s.3721,s.3721,117,RELIEF Act,6.0,1.0,0.0,0.01473505,0,1,https://www.congress.gov/bill/117th-congress/senate-bill/3721?s=6&r=1637,117_s.3721,True,117_s.3721,china
117_s.3735,s.3735,117,Deterring Communist Chinese Aggression against Taiwan through Financial Sanctions Act of 2022,2.0,1.0,0.0,0.04625199,1,1,https://www.congress.gov/bill/117th-congress/senate-bill/3735?s=6&r=1623,117_s.3735,True,117_s.3735,china|chinese|people's republic of china
117_s.3784,s.3784,117,Say No to the Silk Road Act,8.0,1.0,0.0,0.07187894,1,1,https://www.congress.gov/bill/117th-congress/senate-bill/3784?s=6&r=1574,117_s.3784,True,117_s.3784,china|people's republic of china
117_s.379,s.379,117,Libya Stabilization Act,3.0,1.0,1.0,0.01604379,0,0,https://www.congress.gov/bill/117th-congress/senate-bill/379?s=3&r=4979,117_s.379,True,117_s.379,china
117_s.3799,s.3799,117,PREVENT Pandemics Act,1.0,1.0,1.0,0.02317379,0,0,https://www.congress.gov/bill/117th-congress/senate-bill/3799?s=3&r=1559,117_s.3799,True,117_s.3799,china
117_s.3805,s.3805,117,United States-Colombia Strategic Alliance Act of 2022,1.0,1.0,0.0,0.02427904,0,1,https://www.congress.gov/bill/117th-congress/senate-bill/3805?s=6&r=1553,117_s.3805,False,,
117_s.3832,s.3832,117,0.0,1.0,1.0,1.0,0.02919708,0,0,https://www.congress.gov/bill/117th-congress/senate-bill/3832?s=3&r=1526,117_s.3832,True,117_s.3832,china
117_s.3877,s.3877,117,CURB CIPS Act of 2022,4.0,1.0,1.0,0.0295082,0,1,https://www.congress.gov/bill/117th-congress/senate-bill/3877?s=3&r=1481,117_s.3877,True,117_s.3877,china|chinese
117_s.3926,s.3926,117,SAFE Act,1.0,1.0,0.0,0.03932584,1,1,https://www.congress.gov/bill/117th-congress/senate-bill/3926?s=6&r=1432,117_s.3926,True,117_s.3926,china|chinese|chinese communist party
117_s.3950,s.3950,117,Baltic Defense and Deterrence Act,18.0,1.0,1.0,0.02932551,0,0,https://www.congress.gov/bill/117th-congress/senate-bill/3950?s=3&r=1408,117_s.3950,True,117_s.3950,china
117_s.3958,s.3958,117,China Trade Cheating Restitution Act of 2022,3.0,1.0,0.0,0.15068493,1,1,https://www.congress.gov/bill/117th-congress/senate-bill/3958?s=6&r=1400&overview=open#content,117_s.3958,True,117_s.3958,china
117_s.3960,s.3960,117," A bill to establish the CCP Initiative program, and for other purposes.",6.0,1.0,0.0,0.07057057,1,1,https://www.congress.gov/bill/117th-congress/senate-bill/3960?s=6&r=1398&overview=open#content,117_s.3960,True,117_s.3960,china|chinese|chinese communist party|ccp
117_s.3962,s.3962,117,Quad Critical Minerals Partnership Act,3.0,1.0,0.0,0.15778689,1,1,https://www.congress.gov/bill/117th-congress/senate-bill/3962?s=6&r=1396,117_s.3962,True,117_s.3962,china|people's republic of china
117_s.3978,s.3978,117,NO RUSSIA Act of 2022,3.0,1.0,1.0,0.02270484,0,1,https://www.congress.gov/bill/117th-congress/senate-bill/3978?s=3&r=1380,117_s.3978,True,117_s.3978,china
117_s.4033,s.4033,117,ONSHORE Manufacturing Act,1.0,1.0,0.0,0.05122125,1,1,https://www.congress.gov/bill/117th-congress/senate-bill/4033?s=6&r=1325,117_s.4033,False,,
117_s.4035,s.4035,117,Taiwan Weapons Exports Act of 2022,0.0,1.0,0.0,0.07397959,1,1,https://www.congress.gov/bill/117th-congress/senate-bill/4035?s=6&r=1323,117_s.4035,False,,
117_s.4051,s.4051,117,Protecting American Capital Act of 2022,1.0,1.0,0.0,0.0560472,1,1,https://www.congress.gov/bill/117th-congress/senate-bill/4051?s=6&r=1307,117_s.4051,True,117_s.4051,china|chinese|people's republic of china
117_s.4064,s.4064,117,International Nuclear Energy Act,1.0,1.0,1.0,0.04946169,1,0,https://www.congress.gov/bill/117th-congress/senate-bill/4064?s=3&r=1294,117_s.4064,True,117_s.4064,china
117_s.4066,s.4066,117,Fueling Our Nuclear Future Act of 2022,0.0,1.0,1.0,0.01655934,0,1,https://www.congress.gov/bill/117th-congress/senate-bill/4066?s=3&r=1292,117_s.4066,True,117_s.4066,china
117_s.4073,s.4073,117,Uyghur Policy Act of 2022,0.0,1.0,1.0,0.06783217,1,1,https://www.congress.gov/bill/117th-congress/senate-bill/4073?s=3&r=1285,117_s.4073,True,117_s.4073,china
117_s.4095,s.4095,117,TASK Act,2.0,1.0,0.0,0.08823529,1,1,https://www.congress.gov/bill/117th-congress/senate-bill/4095?s=6&r=1263,117_s.4095,True,117_s.4095,china|chinese|chinese communist party
117_s.4099,s.4099,117,STOP CCP Act of 2022,4.0,1.0,0.0,0.03929539,1,1,https://www.congress.gov/bill/117th-congress/senate-bill/4099?s=6&r=1259,117_s.4099,True,117_s.4099,china|chinese|people's republic of china|ccp
117_s.4101,s.4101,117,Combating Human Rights Abuses Act of 2022,1.0,1.0,1.0,0.10243902,1,1,https://www.congress.gov/bill/117th-congress/senate-bill/4101?s=3&r=1257,117_s.4101,True,117_s.4101,china|people's republic of china
117_s.4112,s.4112,117,Economic Statecraft for the Twenty-First Century Act,0.0,1.0,1.0,0.05337787,1,1,https://www.congress.gov/bill/117th-congress/senate-bill/4112?s=3&r=1246,117_s.4112,True,117_s.4112,china
117_s.4129,s.4129,117,Taiwan Peace through Strength Act of 2022,0.0,1.0,0.0,0.03291442,1,1,https://www.congress.gov/bill/117th-congress/senate-bill/4129?s=6&r=1229,117_s.4129,False,,
117_s.413,s.413,117,"A bill to establish the China Censorship Monitor and Action Group, and for other purposes.",3.0,1.0,1.0,0.052589,1,1,https://www.congress.gov/bill/117th-congress/senate-bill/413?s=3&r=4945,117_s.413,True,117_s.413,china|chinese
117_s.4142,s.4142,117,Preventing PLA Acquisition of United States Technology Act of 2022,5.0,1.0,0.0,0.05417607,1,1,https://www.congress.gov/bill/117th-congress/senate-bill/4142?s=6&r=1216,117_s.4142,True,117_s.4142,china|chinese|chinese communist party|pla
117_s.4155,s.4155,117, Alien Tort Statute Clarification Act,1.0,1.0,0.0,0.06576402,1,0,https://www.congress.gov/bill/117th-congress/senate-bill/4155?s=6&r=1203,117_s.4155,False,,
117_s.417,s.417,117,Visa Security Act,5.0,1.0,1.0,0.06818182,1,1,https://www.congress.gov/bill/117th-congress/senate-bill/417?s=3&r=4941,117_s.417,True,117_s.417,china|chinese|people's republic of china
117_s.4216,s.4216,117,North Korean Human Rights Reauthorization Act of 2022,2.0,1.0,1.0,0.06713781,1,1,https://www.congress.gov/bill/117th-congress/senate-bill/4216?s=3&r=1142,117_s.4216,True,117_s.4216,china
117_s.4242,s.4242,117,Thorium Energy Security Act of 2022,1.0,1.0,1.0,0.02186421,0,1,https://www.congress.gov/bill/117th-congress/senate-bill/4242?s=3&r=1116,117_s.4242,True,117_s.4242,china
117_s.4285,s.4285,117,Upholding the Inter-American Democratic Charter Act of 2022,4.0,1.0,1.0,0.01881809,0,1,https://www.congress.gov/bill/117th-congress/senate-bill/4285?s=3&r=1073,117_s.4285,True,117_s.4285,china
117_s.429,s.429,117,Countering Chinese Propaganda Act,0.0,1.0,1.0,0.05145798,1,1,https://www.congress.gov/bill/117th-congress/senate-bill/429?s=3&r=4929,117_s.429,True,117_s.429,china|chinese|chinese communist party
117_s.4290,s.4290,117,Iran China Accountability Act,9.0,1.0,1.0,0.05931322,1,1,https://www.congress.gov/bill/117th-congress/senate-bill/4290?s=3&r=1068,117_s.4290,True,117_s.4290,china
117_s.4313,s.4313,117, Defending Americans from Authoritarian Digital Currencies Act,2.0,1.0,0.0,0.03125,1,1,https://www.congress.gov/bill/117th-congress/senate-bill/4313?s=6&r=1045,117_s.4313,True,117_s.4313,china|chinese|people's republic of china
117_s.4329,s.4329,117,Reclaiming the Solar Supply Chain Act of 2022,3.0,1.0,0.0,0.01923077,0,1,https://www.congress.gov/bill/117th-congress/senate-bill/4329?s=6&r=1029,117_s.4329,False,,
117_s.4334,s.4334,117,United States-Colombia Bicentennial Alliance Act,7.0,1.0,0.0,0.02814187,0,1,https://www.congress.gov/bill/117th-congress/senate-bill/4334?s=6&r=1024,117_s.4334,False,,
117_s.434,s.434,117,Iran Diplomacy Act of 2021,10.0,1.0,0.0,0.03076923,1,0,https://www.congress.gov/bill/117th-congress/senate-bill/434?s=6&r=434,117_s.434,False,,
117_s.4343,s.4343,117,No WHO Pandemic Preparedness Treaty Without Senate Approval Act,19.0,1.0,1.0,0.03586066,1,0,https://www.congress.gov/bill/117th-congress/senate-bill/4343?s=3&r=1015,117_s.4343,True,117_s.4343,china
117_s.4356,s.4356,117,Lummis-Gillibrand Responsible Financial Innovation Act,1.0,1.0,0.0,0.01711313,0,1,https://www.congress.gov/bill/117th-congress/senate-bill/4356?s=6&r=1002,117_s.4356,False,,
117_s.4401,s.4401,117,FOIA Fix Act,1.0,1.0,1.0,0.01273885,0,1,https://www.congress.gov/bill/117th-congress/senate-bill/4401?s=3&r=957,117_s.4401,True,117_s.4401,china
117_s.4404,s.4404,117,HARD ROCK Act of 2022,6.0,1.0,1.0,0.0090703,0,1,https://www.congress.gov/bill/117th-congress/senate-bill/4404?s=3&r=954,117_s.4404,True,117_s.4404,china
117_s.4407,s.4407,117,China Oil Export Prohibition Act of 2022,1.0,1.0,1.0,0.07931035,1,1,https://www.congress.gov/bill/117th-congress/senate-bill/4407?s=3&r=951,117_s.4407,True,117_s.4407,china|people's republic of china
117_s.4428,s.4428,117,Taiwan Policy Act of 2022,1.0,1.0,0.0,0.04932487,1,1,https://www.congress.gov/bill/117th-congress/senate-bill/4428?s=6&r=930,117_s.4428,True,117_s.4428,china
117_s.4490,s.4490,117,Digital Citizenship and Media Literacy Act,4.0,1.0,0.0,0.03247059,1,0,https://www.congress.gov/bill/117th-congress/senate-bill/4490?s=1&r=868,117_s.4490,False,,
117_s.4503,s.4503,117,Intelligence Authorization Act for Fiscal Year 2023,0.0,1.0,0.0,0.01639797,0,1,http://congress.gov/bill/117th-congress/senate-bill/4503?s=1&r=855,117_s.4503,True,117_s.4503,china
117_s.4509,s.4509,117,Black Sea Security Act of 2022,11.0,1.0,0.0,0.03339005,1,0,https://www.congress.gov/bill/117th-congress/senate-bill/4509?s=1&r=849,117_s.4509,False,,
117_s.4515,s.4515,117,No Emergency Crude Oil for Foreign Adversaries Act,11.0,1.0,1.0,0.0045977,0,1,https://www.congress.gov/bill/117th-congress/senate-bill/4515?s=3&r=843,117_s.4515,True,117_s.4515,china
117_s.4516,s.4516,117,Combating Obstructive National Security Underreporting of Legitimate Threats (CONSULT) Act of 2022,5.0,1.0,1.0,0.02749141,0,1,https://www.congress.gov/bill/117th-congress/senate-bill/4516?s=3&r=842,117_s.4516,True,117_s.4516,china
117_s.4543,s.4543,117,James M. Inhofe National Defense Authorization Act for Fiscal Year 2023,0.0,1.0,0.0,0.01452706,0,1,https://www.congress.gov/bill/117th-congress/senate-bill/4543?s=1&r=815,117_s.4543,False,,
117_s.4546,s.4546,117,Time to Choose Act of 2022,0.0,1.0,0.0,0.02857143,0,1,https://www.congress.gov/bill/117th-congress/senate-bill/4546?s=1&r=812,117_s.4546,True,117_s.4546,china|people's republic of china
117_s.4569,s.4569,117,Turn OFF THE TAP Act,2.0,1.0,0.0,0.02133333,0,1,https://www.congress.gov/bill/117th-congress/senate-bill/4569?s=1&r=789,117_s.4569,True,117_s.4569,china
117_s.4620,s.4620,117,Countering Communist China s Financing of Russia s War on Ukraine Act,2.0,1.0,0.0,0.04229607,1,1,https://www.congress.gov/bill/117th-congress/senate-bill/4620?s=7&r=738,117_s.4620,True,117_s.4620,china
117_s.4632,s.4632,117,ECON Act,0.0,1.0,0.0,0.02499523,0,1,https://www.congress.gov/bill/117th-congress/senate-bill/4632?s=7&r=726,117_s.4632,False,,
117_s.4648,s.4648,117,Pacific Islands Embassies Act,4.0,1.0,0.0,0.02467344,0,1,https://www.congress.gov/bill/117th-congress/senate-bill/4648?s=7&r=710,117_s.4648,False,,
117_s.4652,s.4652,117, Taiwan Democracy Defense Lend-Lease Act of 2022,1.0,1.0,0.0,0.03258145,1,1,https://www.congress.gov/bill/117th-congress/senate-bill/4652?s=7&r=706,117_s.4652,True,117_s.4652,chinese
117_s.4653,s.4653,117,Department of State Authorization Act of 2022,1.0,1.0,0.0,0.0128641,0,1,https://www.congress.gov/bill/117th-congress/senate-bill/4653?s=7&r=705,117_s.4653,True,117_s.4653,china
117_s.4664,s.4664,117,"Commerce, Justice, Science, and Related Agencies Appropriations Act, 2023",0.0,1.0,0.0,0.0087202,0,1,https://www.congress.gov/bill/117th-congress/senate-bill/4664?s=7&r=694,117_s.4664,False,,
117_s.47,s.47,117,APP Act,0.0,1.0,1.0,0.00980392,0,1,https://www.congress.gov/bill/117th-congress/senate-bill/47?s=3&r=5311,117_s.47,True,117_s.47,china
117_s.4703,s.4703,117,Securing America s Land from Foreign Interference Act,2.0,1.0,0.0,0.05241936,1,1,https://www.congress.gov/bill/117th-congress/senate-bill/4703?s=7&r=655,117_s.4703,True,117_s.4703,chinese|chinese communist party|ccp
117_s.4731,s.4731,117,SAFE Act,1.0,1.0,0.0,0.07360157,1,0,https://www.congress.gov/bill/117th-congress/senate-bill/4731?s=7&r=627,117_s.4731,False,,
117_s.4741,s.4741,117,Military Housing Readiness Council Act,4.0,1.0,0.0,0.03203106,1,0,https://www.congress.gov/bill/117th-congress/senate-bill/4742?s=7&r=616,117_s.4741,False,,
117_s.4744,s.4744,117,Drone Infrastructure Inspection Grant Act,2.0,1.0,0.0,0.03367347,1,1,https://www.congress.gov/bill/117th-congress/senate-bill/4744?s=7&r=614,117_s.4744,True,117_s.4744,china
117_s.4756,s.4756,117,Preventing Malign Chinese Influence on Academic Institutions,1.0,1.0,0.0,0.08190476,1,1,https://www.congress.gov/bill/117th-congress/senate-bill/4756?s=7&r=602,117_s.4756,True,117_s.4756,china|chinese
117_s.4773,s.4773,117,FISH Act of 2022,1.0,1.0,0.0,0.01674365,0,1,https://www.congress.gov/bill/117th-congress/senate-bill/4773?s=7&r=585,117_s.4773,False,,
117_s.4786,s.4786,117,PASS Act of 2022,0.0,1.0,0.0,0.07275321,1,1,https://www.congress.gov/bill/117th-congress/senate-bill/4786?s=7&r=572,117_s.4786,True,117_s.4786,china
117_s.4802,s.4802,117, Coast Guard Authorization Act of 2022,2.0,1.0,0.0,0.00649375,0,1,https://www.congress.gov/bill/117th-congress/senate-bill/4802?s=7&r=556,117_s.4802,False,,
117_s.4820,s.4820,117,Protecting Communications Networks from Chinese Communist Party Espionage Act,1.0,1.0,0.0,0.02831595,0,1,https://www.congress.gov/bill/117th-congress/senate-bill/4820?s=7&r=538,117_s.4820,True,117_s.4820,chinese|chinese communist party
117_s.4821,s.4821,117,SOIL Act of 2022,1.0,1.0,0.0,0.07422969,1,1,https://www.congress.gov/bill/117th-congress/senate-bill/4821?s=7&r=537,117_s.4821,False,,
117_s.4824,s.4824,117,North Korea Policy Oversight Act of 2022,1.0,1.0,0.0,0.05571794,1,0,https://www.congress.gov/bill/117th-congress/senate-bill/4824?s=7&r=534,117_s.4824,False,,
117_s.4843,s.4843,117,Taiwan Symbols of Sovereignty (SOS) Act of 2022,5.0,1.0,0.0,0.0647482,1,1,https://www.congress.gov/bill/117th-congress/senate-bill/4843?s=7&r=515,117_s.4843,True,117_s.4843,china
117_s.4900,s.4900,117,SBIR and STTR Extension Act of 2022,1.0,1.0,1.0,0.09652188,1,0,https://www.congress.gov/bill/117th-congress/senate-bill/4900?s=3&r=458,117_s.4900,True,117_s.4900,china
117_s.4907,s.4907,117,CAUTION Act,0.0,1.0,0.0,0.02309059,0,1,https://www.congress.gov/bill/117th-congress/senate-bill/4907?s=6&r=451,117_s.4907,False,,
117_s.5018,s.5018,117,DHS Restrictions on Confucius Institutes and Chinese Entities of Concern Act,4.0,1.0,0.0,0.08333333,1,1,https://www.congress.gov/bill/117th-congress/senate-bill/5018?s=6&r=340,117_s.5018,True,117_s.5018,chinese
117_s.5019,s.5019,117,AMAZON21 Act,1.0,1.0,0.0,0.01593902,0,1,https://www.congress.gov/bill/117th-congress/senate-bill/5019?s=6&r=339,117_s.5019,False,,
117_s.5034,s.5034,117,"A bill to authorize additional appropriations to increase the production of munitions and ammunition to deter Russian and Chinese aggression, and for other purposes.117th Congress (2021-2022)",3.0,1.0,0.0,0.00269542,0,1,https://www.congress.gov/bill/117th-congress/senate-bill/5019?s=6&r=339,117_s.5034,True,117_s.5034,chinese
117_s.5037,s.5037,117,Ending China's Unfair Advantage Act of 2022,9.0,1.0,0.0,0.02515723,0,1,https://www.congress.gov/bill/117th-congress/senate-bill/5037?s=6&r=321,117_s.5037,True,117_s.5037,china
117_s.5039,s.5039,117,A bill to establish a temporary commission to develop a consensus and actionable recommendations on a comprehensive grand strategy with respect to the United States relationship with the People's Republic of China for purposes of ensuring a holistic approach toward the People's Republic of China across all Federal departments and agencies.,14.0,1.0,0.0,0.0186593,0,1,https://www.congress.gov/bill/117th-congress/senate-bill/5039?s=5&r=319,117_s.5039,True,117_s.5039,china|people's republic of china
117_s.5050,s.5050,117,Defending Memory Chip Supply Chains from the Chinese Communist Party Act,0.0,1.0,0.0,0.02161547,0,1,https://www.congress.gov/bill/117th-congress/senate-bill/5050/text?s=5&r=308,117_s.5050,True,117_s.5050,chinese|chinese communist party
117_s.5053,s.5053,117,A bill to provide for the meaningful participation of Taiwan in the International Civil Aviation Organization (ICAO).,1.0,1.0,0.0,0.03140097,1,1,https://www.congress.gov/bill/117th-congress/senate-bill/5053?s=5&r=305,117_s.5053,False,,
117_s.5056,s.5056,117,Defund EcoHealth Alliance Act,1.0,1.0,1.0,0.02898551,0,1,https://www.congress.gov/bill/117th-congress/senate-bill/5056?s=3&r=302,117_s.5056,True,117_s.5056,china|chinese|chinese communist party
117_s.5082,s.5082,117,Sanction Xi Jinping for Xinjiang Atrocities Act,0.0,1.0,0.0,0.08567775,1,1,https://www.congress.gov/bill/117th-congress/senate-bill/5082?s=2&r=276,117_s.5082,True,117_s.5082,china|chinese|chinese communist party|xi jinping
177_s.5122,s.5122,177,CCP Visa Ban Act of 2022,3.0,1.0,0.0,0.0280112,0,1,https://www.congress.gov/bill/117th-congress/senate-bill/5122?s=5&r=236,177_s.5122,False,,
117_s.5178,s.5178,117,DITCH Act,0.0,1.0,0.0,0.03717827,1,1,https://www.congress.gov/bill/117th-congress/senate-bill/5178?s=5&r=180,117_s.5178,True,117_s.5178,china|chinese|chinese communist party
117_s.5190,s.5190,117,Ending China's Developing Nation Status Act,0.0,1.0,0.0,0.0458221,1,1,https://www.congress.gov/bill/117th-congress/senate-bill/5190?s=5&r=168,117_s.5190,True,117_s.5190,china|people's republic of china
117_s.5195,s.5195,117,Critical Mineral Independence Act of 2022,1.0,1.0,0.0,0.10491071,1,1,https://www.congress.gov/bill/117th-congress/senate-bill/5195?s=5&r=163,117_s.5195,True,117_s.5195,china|people's republic of china
117_s.5245,s.5245,117,ANTI-SOCIAL CCP Act,0.0,1.0,0.0,0.03755869,1,1,https://www.congress.gov/bill/117th-congress/senate-bill/5245?s=2&r=113,117_s.5245,True,117_s.5245,china|chinese|chinese communist party|ccp
117_s.5246,s.5246,117,National Development Strategy and Coordination Act of 2022,0.0,1.0,0.0,0.01825127,0,1,https://www.congress.gov/bill/117th-congress/senate-bill/5246?s=2&r=112,117_s.5246,False,,
117_s.5250,s.5250,117,"A bill to modify requirements for certain employment activities by former intelligence officers and employees of the intelligence community, and for other purposes.",2.0,1.0,0.0,0.01029412,0,1,https://www.congress.gov/bill/117th-congress/senate-bill/5250?s=2&r=108,117_s.5250,False,,
117_s.5253,s.5253,117,Hong Kong Economic and Trade Office (HKETO) Certification Act,1.0,1.0,0.0,0.04695886,1,1,https://www.congress.gov/bill/117th-congress/senate-bill/5253?s=2&r=105,117_s.5253,True,117_s.5253,china|people's republic of china
117_s.5265,s.5265,117,Taiwan Protection and National Resilience Act of 2022,0.0,1.0,0.0,0.05027933,1,1,https://www.congress.gov/bill/117th-congress/senate-bill/5273?s=2&r=85,117_s.5265,True,117_s.5265,china|chinese|people's republic of china
117_s.5273,s.5273,117,Uyghur Human Rights Sanctions Review Act,0.0,1.0,0.0,0.07003891,1,1,https://www.congress.gov/bill/117th-congress/senate-bill/5273?s=2&r=85,117_s.5273,True,117_s.5273,chinese
117_s.5287,s.5287,117,Startup Act,3.0,1.0,0.0,0.02994524,0,1,https://www.congress.gov/bill/117th-congress/senate-bill/5287?s=2&r=71,117_s.5287,True,117_s.5287,china
117_s.5306,s.5306,117,Promoting a Resolution to the Tibet-China Conflict Act,2.0,1.0,0.0,0.07134071,1,1,https://www.congress.gov/bill/117th-congress/senate-bill/5306?s=2&r=52,117_s.5306,True,117_s.5306,china|chinese|chinese communist party
117_s.5352,s.5352,117,Trade with China Strategic Assessment Act of 2022,0.0,1.0,0.0,0.07093822,1,1,https://www.congress.gov/bill/117th-congress/senate-bill/5352?s=2&r=6,117_s.5352,True,117_s.5352,china|people's republic of china
117_s.570,s.570,117,American Financial Markets Integrity and Security Act,6.0,1.0,1.0,0.01814882,0,1,https://www.congress.gov/bill/117th-congress/senate-bill/570?s=3&r=4788,117_s.570,True,117_s.570,china|chinese
117_s.577,s.577,117,Foreign Influence Transparency Act,3.0,1.0,1.0,0.03119266,1,1,https://www.congress.gov/bill/117th-congress/senate-bill/577?s=3&r=4781,117_s.577,True,117_s.577,china|chinese
117_s.590,s.590,117,CONFUCIUS Act,6.0,1.0,1.0,0.07731959,1,1,https://www.congress.gov/bill/117th-congress/senate-bill/590?s=3&r=4768,117_s.590,True,117_s.590,china|chinese
117_s.604,s.604,117,Democracy Technology Partnership Act,7.0,1.0,1.0,0.05402124,1,1,https://www.congress.gov/bill/117th-congress/senate-bill/604?s=3&r=4754,117_s.604,True,117_s.604,china
117_s.65,s.65,117,Uyghur Forced Labor Prevention Act,54.0,1.0,1.0,0.07618116,1,1,https://www.congress.gov/bill/117th-congress/senate-bill/65,117_s.65,True,117_s.65,china|chinese|people's republic of china
117_s.687,s.687,117,STRATEGIC Act,9.0,1.0,1.0,0.04723452,1,1,https://www.congress.gov/bill/117th-congress/senate-bill/687,117_s.687,True,117_s.687,china|people's republic of china
117_s.690,s.690,117,Enhancing North Korea Humanitarian Assistance Act,2.0,1.0,0.0,0.03905276,1,0,https://www.congress.gov/bill/117th-congress/senate-bill/690?s=2&r=690,117_s.690,False,,
117_s.73,s.73,117,American Security Drone Act of 2021,6.0,1.0,1.0,0.00945095,0,1,https://www.congress.gov/bill/117th-congress/senate-bill/73,117_s.73,True,117_s.73,china
117_s.785,s.785,117,China Trade Relations Act of 2021,2.0,1.0,1.0,0.07655172,1,1,https://www.congress.gov/bill/117th-congress/senate-bill/785,117_s.785,True,117_s.785,china|people's republic of china
117_s.811,s.811,117,Taiwan Fellowship Act,4.0,1.0,1.0,0.03666562,1,1,https://www.congress.gov/bill/117th-congress/senate-bill/811,117_s.811,True,117_s.811,china
117_s.812,s.812,117,"A bill to direct the Secretary of State to develop a strategy to regain observer status for Taiwan in the World Health Organization, and for other purposes.",3.0,1.0,0.0,0.06875,1,1,https://www.congress.gov/bill/117th-congress/senate-bill/812?s=2&r=812,117_s.812,True,117_s.812,china
117_s.814,s.814,117,Ukraine Security Partnership Act of 2021,7.0,1.0,1.0,0.01326413,0,0,https://www.congress.gov/bill/117th-congress/senate-bill/814,117_s.814,True,117_s.814,china
117_s.816,s.816,117,Diplomatic Support and Security Act of 2022,0.0,1.0,0.0,0.00491846,0,1,https://www.congress.gov/bill/117th-congress/senate-bill/816?s=2&r=816,117_s.816,False,,
117_s.822,s.822,117,Transparency for Confucius Institutes Act,7.0,1.0,1.0,0.08130081,1,1,https://www.congress.gov/bill/117th-congress/senate-bill/822,117_s.822,True,117_s.822,china|chinese
117_s.860,s.860,117,Safeguarding Internet Freedom in Hong Kong Act of 2021,3.0,1.0,1.0,0.0490391,1,1,https://www.congress.gov/bill/117th-congress/senate-bill/860,117_s.860,True,117_s.860,china|people's republic of china
117_s.913,s.913,117,COVID 19 Disinformation Research and Reporting Act of 2021,5.0,1.0,0.0,0.06137184,1,0,https://www.congress.gov/bill/117th-congress/senate-bill/913?s=2&r=913,117_s.913,False,,
117_s.960,s.960,117,ROC Act,9.0,1.0,0.0,0.04268293,1,1,https://www.congress.gov/bill/117th-congress/senate-bill/960?s=2&r=960,117_s.960,False,,
117_s.993,s.993,117,Preventing SBA Assistance from Going to China Act of 2021,3.0,1.0,1.0,0.1942446,1,1,https://www.congress.gov/bill/117th-congress/senate-bill/993,117_s.993,True,117_s.993,china
117_s.con.res.14,s.con.res.14,117,A concurrent resolution setting forth the congressional budget for the United States Government for fiscal year 2022 and setting forth the appropriate budgetary levels for fiscal years 2023 through 2031.,10.0,0.0,0.0,0.00916758,0,1,https://www.congress.gov/bill/117th-congress/senate-concurrent-resolution/14?s=7&r=14,117_s.con.res.14,False,,
117_s.res.103,s.res.103,117,A resolution condemning military aggression and use of force by the Chinese Coast Guard against peaceful foreign vessels that purportedly violate the unlawful maritime sovereignty of China.,5.0,0.0,0.0,0.08607595,1,1,https://www.congress.gov/bill/117th-congress/senate-resolution/103?s=7&r=103,117_s.res.103,True,117_s.res.103,china|chinese
117_s.res.107,s.res.107,117,"A resolution expressing the sense of the Senate relating to the 10th anniversary of the March 11, 2011, earthquake and tsunami in Japan.",2.0,0.0,0.0,0.03927492,1,0,https://www.congress.gov/bill/117th-congress/senate-resolution/107?s=7&r=107,117_s.res.107,False,,
117_s.res.120,s.res.120,117,"A resolution recognizing the Ninth Summit of the Americas and reaffirming the commitment of the United States to a more prosperous, secure, and democratic Western Hemisphere.",4.0,0.0,0.0,0.04994629,1,1,https://www.congress.gov/bill/117th-congress/senate-resolution/120?s=7&r=120,117_s.res.120,False,,
117_s.res.122,s.res.122,117,A resolution reaffirming the importance of United States alliances and partnerships.,1.0,0.0,0.0,0.02045164,0,1,https://www.congress.gov/bill/117th-congress/senate-resolution/122?s=7&r=122,117_s.res.122,True,117_s.res.122,china
117_s.res.126,s.res.126,117,"A resolution condemning the crackdown by the Government of the People's Republic of China and the Chinese Communist Party in Hong Kong, including the arrests of pro-democracy activists and repeated violations of the obligations of that Government undertaken in the Sino-British Joint Declaration of 1984 and the Hong Kong Basic Law.",17.0,0.0,0.0,0.08754624,1,1,https://www.congress.gov/bill/117th-congress/senate-resolution/126?s=7&r=126,117_s.res.126,True,117_s.res.126,china|chinese|people's republic of china|chinese communist party
117_s.res.13,s.res.13,117,A resolution expressing the sense of the Senate that the International Olympic Committee should rebid the 2022 Winter Olympic Games to be hosted by a country that recognizes and respects human rights.,7.0,0.0,0.0,0.09577632,1,1,https://www.congress.gov/bill/117th-congress/senate-resolution/13?s=7&r=13,117_s.res.13,True,117_s.res.13,china
